date,id,lat,lon,country
2019-02-28,15878,46.076,18.222,hu
2019-02-28,1759,46.266,20.062,hu
2019-02-28,19266,47.511,19.05,hu
2019-02-28,19977,47.488,19.065,hu
2019-02-28,19981,47.488,19.065,hu
2019-02-28,523,46.317,19.918,hu
2019-02-28,7699,47.793,19.125,hu
2019-03-28,12427,46.305,17.608,hu
2019-03-28,14344,47.483,19.123,hu
2019-03-28,15878,46.076,18.222,hu
2019-03-28,1759,46.266,20.062,hu
2019-03-28,19266,47.511,19.05,hu
2019-03-28,19977,47.488,19.065,hu
2019-03-28,19981,47.488,19.065,hu
2019-03-28,523,46.317,19.918,hu
2019-03-28,7699,47.793,19.125,hu
2019-04-28,14344,47.483,19.123,hu
2019-04-28,15878,46.076,18.222,hu
2019-04-28,1759,46.266,20.062,hu
2019-04-28,19266,47.511,19.05,hu
2019-04-28,24040,47.612,18.906,hu
2019-04-28,301,46.256,20.146,hu
2019-04-28,7699,47.793,19.125,hu
2019-05-28,25876,47.48,19.216,hu
2019-05-28,14344,47.484,19.124,hu
2019-05-28,15878,46.076,18.222,hu
2019-05-28,1759,46.266,20.062,hu
2019-05-28,19266,47.51068983,19.05022591,hu
2019-05-28,19977,47.488,19.066,hu
2019-05-28,19981,47.488,19.066,hu
2019-05-28,24040,47.612,18.906,hu
2019-05-28,25315,47.52594775,19.11644036,hu
2019-05-28,25459,47.4924964,19.01965315,hu
2019-05-28,25701,47.480212,19.2760985,hu
2019-05-28,26506,46.90418268,19.66843486,hu
2019-05-28,26558,47.6,20.754,hu
2019-05-28,26584,47.522,19.096,hu
2019-05-28,301,46.256,20.146,hu
2019-05-28,7699,47.794,19.126,hu
2019-06-28,25876,47.48,19.216,hu
2019-06-28,14344,47.484,19.124,hu
2019-06-28,15878,46.076,18.222,hu
2019-06-28,1759,46.266,20.062,hu
2019-06-28,19266,47.51068983,19.05022591,hu
2019-06-28,19977,47.488,19.066,hu
2019-06-28,19981,47.488,19.066,hu
2019-06-28,24040,47.612,18.906,hu
2019-06-28,25315,47.52594775,19.11644036,hu
2019-06-28,25459,47.4924964,19.01965315,hu
2019-06-28,25701,47.480212,19.2760985,hu
2019-06-28,25801,47.53029995,19.0162889,hu
2019-06-28,26506,46.90418268,19.66843486,hu
2019-06-28,26558,47.6,20.754,hu
2019-06-28,26584,47.522,19.096,hu
2019-06-28,27003,47.59,19.022,hu
2019-06-28,301,46.256,20.146,hu
2019-06-28,523,46.316,19.918,hu
2019-06-28,7699,47.794,19.126,hu
2019-07-28,25876,47.48,19.216,hu
2019-07-28,14344,47.484,19.124,hu
2019-07-28,15878,46.076,18.222,hu
2019-07-28,1759,46.266,20.062,hu
2019-07-28,19266,47.51068983,19.05022591,hu
2019-07-28,19977,47.488,19.066,hu
2019-07-28,19981,47.488,19.066,hu
2019-07-28,24040,47.612,18.906,hu
2019-07-28,25315,47.52594775,19.11644036,hu
2019-07-28,25459,47.4924964,19.01965315,hu
2019-07-28,25701,47.480212,19.2760985,hu
2019-07-28,25801,47.53029995,19.0162889,hu
2019-07-28,26506,46.90418268,19.66843486,hu
2019-07-28,26558,47.6,20.754,hu
2019-07-28,26584,47.522,19.096,hu
2019-07-28,27003,47.59,19.022,hu
2019-07-28,28621,46.91733138,19.66628641,hu
2019-07-28,28623,46.932,19.658,hu
2019-07-28,28627,46.76,19.604,hu
2019-07-28,301,46.256,20.146,hu
2019-07-28,523,46.316,19.918,hu
2019-07-28,7699,47.794,19.126,hu
2019-08-28,25876,47.48,19.216,hu
2019-08-28,15878,46.076,18.222,hu
2019-08-28,1759,46.266,20.062,hu
2019-08-28,19266,47.51068983,19.05022591,hu
2019-08-28,19977,47.488,19.066,hu
2019-08-28,19981,47.488,19.066,hu
2019-08-28,24040,47.612,18.906,hu
2019-08-28,25315,47.52594775,19.11644036,hu
2019-08-28,25459,47.4924964,19.01965315,hu
2019-08-28,25701,47.480212,19.2760985,hu
2019-08-28,25801,47.53029995,19.0162889,hu
2019-08-28,26506,46.90418268,19.66843486,hu
2019-08-28,26558,47.6,20.754,hu
2019-08-28,26584,47.522,19.096,hu
2019-08-28,28621,46.91733138,19.66628641,hu
2019-08-28,28623,46.932,19.658,hu
2019-08-28,28627,46.76,19.604,hu
2019-08-28,301,46.256,20.146,hu
2019-08-28,7699,47.794,19.126,hu
2019-09-28,25876,47.48,19.216,hu
2019-09-28,15878,46.076,18.222,hu
2019-09-28,1759,46.266,20.062,hu
2019-09-28,19266,47.51068983,19.05022591,hu
2019-09-28,19977,47.488,19.066,hu
2019-09-28,19981,47.488,19.066,hu
2019-09-28,24040,47.612,18.906,hu
2019-09-28,25315,47.52594775,19.11644036,hu
2019-09-28,25459,47.4924964,19.01965315,hu
2019-09-28,25701,47.480212,19.2760985,hu
2019-09-28,26506,46.90418268,19.66843486,hu
2019-09-28,26558,47.6,20.754,hu
2019-09-28,27003,47.59,19.022,hu
2019-09-28,28621,46.91733138,19.66628641,hu
2019-09-28,28623,46.932,19.658,hu
2019-09-28,28627,46.76,19.604,hu
2019-09-28,31792,47.51038909,19.17682886,hu
2019-09-28,31892,46.08456144,18.21877867,hu
2019-09-28,32052,47.6443535,19.01278228,hu
2019-09-28,523,46.316,19.918,hu
2019-10-28,32002,47.45238942,19.56725121,hu
2019-10-28,15878,46.076,18.222,hu
2019-10-28,1759,46.266,20.062,hu
2019-10-28,19266,47.51068983,19.05022591,hu
2019-10-28,19977,47.488,19.066,hu
2019-10-28,19981,47.488,19.066,hu
2019-10-28,24040,47.612,18.906,hu
2019-10-28,25315,47.52594775,19.11644036,hu
2019-10-28,25459,47.4924964,19.01965315,hu
2019-10-28,25701,47.480212,19.2760985,hu
2019-10-28,26506,46.90439892,19.66840267,hu
2019-10-28,27003,47.59,19.022,hu
2019-10-28,28621,46.91733138,19.66628641,hu
2019-10-28,28623,46.932,19.658,hu
2019-10-28,28627,46.76,19.604,hu
2019-10-28,301,46.256,20.146,hu
2019-10-28,31792,47.51038909,19.17682886,hu
2019-10-28,31892,46.08456144,18.21877867,hu
2019-10-28,32052,47.6443535,19.01278228,hu
2019-10-28,32365,46.832,16.838,hu
2019-10-28,32940,47.496,19.078,hu
2019-10-28,33200,47.92864374,21.03773206,hu
2019-10-28,33371,47.508,19.004,hu
2019-10-28,7699,47.794,19.126,hu
2019-11-28,32002,47.45238942,19.56725121,hu
2019-11-28,15878,46.076,18.222,hu
2019-11-28,1759,46.266,20.062,hu
2019-11-28,19266,47.51068983,19.05022591,hu
2019-11-28,19977,47.488,19.066,hu
2019-11-28,25315,47.52594775,19.11644036,hu
2019-11-28,25459,47.4924964,19.01965315,hu
2019-11-28,25701,47.480212,19.2760985,hu
2019-11-28,26506,46.90439892,19.66840267,hu
2019-11-28,26558,47.6,20.754,hu
2019-11-28,27003,47.59,19.022,hu
2019-11-28,28621,46.91733138,19.66628641,hu
2019-11-28,28623,46.932,19.658,hu
2019-11-28,28627,46.76,19.604,hu
2019-11-28,301,46.256,20.146,hu
2019-11-28,31792,47.51038909,19.17682886,hu
2019-11-28,31892,46.08456144,18.21877867,hu
2019-11-28,32052,47.6443535,19.01278228,hu
2019-11-28,32365,46.832,16.838,hu
2019-11-28,33200,47.92864374,21.03773206,hu
2019-11-28,33371,47.508,19.004,hu
2019-11-28,33603,47.51069346,19.05026615,hu
2019-11-28,33760,47.912,19.044,hu
2019-11-28,35231,47.83,19.032,hu
2019-11-28,35237,47.84,19.008,hu
2019-11-28,35324,47.51,19.036,hu
2019-11-28,7699,47.794,19.126,hu
2019-12-28,34441,48.07247317,20.74774504,hu
2019-12-28,32002,47.45238942,19.56725121,hu
2019-12-28,15878,46.076,18.222,hu
2019-12-28,1759,46.266,20.062,hu
2019-12-28,25701,47.480212,19.2760985,hu
2019-12-28,26506,46.90439892,19.66840267,hu
2019-12-28,26558,47.6,20.754,hu
2019-12-28,26578,47.674,19.32,hu
2019-12-28,26584,47.522,19.096,hu
2019-12-28,27003,47.59,19.022,hu
2019-12-28,28621,46.91733138,19.66628641,hu
2019-12-28,28623,46.932,19.658,hu
2019-12-28,28627,46.76,19.604,hu
2019-12-28,301,46.256,20.146,hu
2019-12-28,31792,47.51038909,19.17682886,hu
2019-12-28,31892,46.08456144,18.21877867,hu
2019-12-28,32365,46.832,16.838,hu
2019-12-28,32940,47.496,19.078,hu
2019-12-28,33200,47.92864374,21.03773206,hu
2019-12-28,33603,47.51069346,19.05026615,hu
2019-12-28,33760,47.912,19.044,hu
2019-12-28,35231,47.83,19.032,hu
2019-12-28,35235,47.53136818,19.06917304,hu
2019-12-28,35324,47.51,19.036,hu
2019-12-28,7699,47.794,19.126,hu
2020-01-28,25876,47.48,19.216,hu
2020-01-28,32002,47.45238942,19.56725121,hu
2020-01-28,15878,46.076,18.222,hu
2020-01-28,1759,46.266,20.062,hu
2020-01-28,19266,47.51068983,19.05022591,hu
2020-01-28,24040,47.612,18.906,hu
2020-01-28,25315,47.52594775,19.11644036,hu
2020-01-28,25459,47.4924964,19.01965315,hu
2020-01-28,25701,47.480212,19.2760985,hu
2020-01-28,25801,47.53029995,19.0162889,hu
2020-01-28,26506,46.90439892,19.66840267,hu
2020-01-28,26558,47.6,20.754,hu
2020-01-28,26578,47.674,19.32,hu
2020-01-28,26584,47.522,19.096,hu
2020-01-28,27003,47.59,19.022,hu
2020-01-28,28621,46.91733138,19.66628641,hu
2020-01-28,28623,46.932,19.658,hu
2020-01-28,28627,46.76,19.604,hu
2020-01-28,301,46.256,20.146,hu
2020-01-28,31792,47.51038909,19.17682886,hu
2020-01-28,32052,47.6443535,19.01278228,hu
2020-01-28,32365,46.832,16.838,hu
2020-01-28,32940,47.496,19.078,hu
2020-01-28,33200,47.92864374,21.03773206,hu
2020-01-28,33371,47.508,19.004,hu
2020-01-28,33603,47.51069346,19.05026615,hu
2020-01-28,33760,47.912,19.044,hu
2020-01-28,35233,47.82919681,19.02472337,hu
2020-01-28,35235,47.53136818,19.06917304,hu
2020-01-28,35324,47.51,19.036,hu
2020-01-28,35626,46.57836592,18.39092553,hu
2020-01-28,38190,47.51,19.124,hu
2020-01-28,38375,47.414,18.954,hu
2020-01-28,38379,47.42,18.88,hu
2020-01-28,38449,47.94419103,19.03220147,hu
2020-01-28,38459,47.728,18.598,hu
2020-01-28,39094,47.508,19.376,hu
2020-01-28,39234,47.942924,19.04138,hu
2020-01-28,39308,47.51079854,19.12284672,hu
2020-01-28,39406,47.82852762,19.03629988,hu
2020-01-28,39476,47.838,18.992,hu
2020-01-28,39532,47.8348081,19.04164553,hu
2020-01-28,39542,47.878,18.988,hu
2020-01-28,39552,47.822,19.032,hu
2020-01-28,39702,47.82626228,19.02933151,hu
2020-01-28,39718,47.83076188,19.0316323,hu
2020-01-28,39902,47.83,19.03,hu
2020-01-28,39960,47.78917458,18.90894297,hu
2020-01-28,39968,47.808,19.004,hu
2020-01-28,40056,47.868,18.998,hu
2020-01-28,40076,47.824,18.982,hu
2020-01-28,40162,47.462,19.304,hu
2020-01-28,7699,47.794,19.126,hu
2020-02-28,25876,47.48,19.216,hu
2020-02-28,32002,47.45238942,19.56725121,hu
2020-02-28,15878,46.076,18.222,hu
2020-02-28,1759,46.266,20.062,hu
2020-02-28,19266,47.51068983,19.05022591,hu
2020-02-28,24040,47.612,18.906,hu
2020-02-28,25315,47.52594775,19.11644036,hu
2020-02-28,25459,47.4924964,19.01965315,hu
2020-02-28,25801,47.53029995,19.0162889,hu
2020-02-28,26506,46.90439892,19.66840267,hu
2020-02-28,26558,47.6,20.754,hu
2020-02-28,26578,47.674,19.32,hu
2020-02-28,26584,47.522,19.096,hu
2020-02-28,27003,47.59,19.022,hu
2020-02-28,28621,46.91733138,19.66628641,hu
2020-02-28,28623,46.932,19.658,hu
2020-02-28,28627,46.76,19.604,hu
2020-02-28,31792,47.51038909,19.17682886,hu
2020-02-28,32365,46.832,16.838,hu
2020-02-28,32940,47.496,19.078,hu
2020-02-28,33200,47.92864374,21.03773206,hu
2020-02-28,33760,47.912,19.044,hu
2020-02-28,35233,47.82919681,19.02472337,hu
2020-02-28,35235,47.53136818,19.06917304,hu
2020-02-28,35324,47.51,19.036,hu
2020-02-28,35626,46.57836592,18.39092553,hu
2020-02-28,38190,47.51,19.124,hu
2020-02-28,38375,47.414,18.954,hu
2020-02-28,38379,47.42,18.88,hu
2020-02-28,38449,47.94419103,19.03220147,hu
2020-02-28,38459,47.728,18.598,hu
2020-02-28,39094,47.508,19.376,hu
2020-02-28,39234,47.942924,19.04138,hu
2020-02-28,39308,47.51,19.122,hu
2020-02-28,39406,47.82852762,19.03629988,hu
2020-02-28,39476,47.838,18.992,hu
2020-02-28,39532,47.8348081,19.04164553,hu
2020-02-28,39542,47.878,18.988,hu
2020-02-28,39552,47.822,19.032,hu
2020-02-28,39702,47.82626228,19.02933151,hu
2020-02-28,39718,47.83076188,19.0316323,hu
2020-02-28,39902,47.83,19.03,hu
2020-02-28,39960,47.78917458,18.90894297,hu
2020-02-28,39968,47.808,19.004,hu
2020-02-28,40056,47.868,18.998,hu
2020-02-28,40076,47.824,18.982,hu
2020-02-28,40162,47.462,19.304,hu
2020-02-28,40310,47.92,19.262,hu
2020-02-28,40535,47.866,19,hu
2020-02-28,40703,47.51,19.05,hu
2020-02-28,40757,47.384,19.218,hu
2020-02-28,40789,47.69059969,17.66448287,hu
2020-02-28,40863,47.524,19.012,hu
2020-02-28,40889,47.54967411,19.118523,hu
2020-02-28,40907,47.538,19.042,hu
2020-02-28,40929,47.962,21.652,hu
2020-02-28,40971,47.408,19.174,hu
2020-02-28,41065,47.53619244,19.06248361,hu
2020-02-28,41083,47.82550234,19.05795336,hu
2020-02-28,41183,47.956,21.78,hu
2020-02-28,41301,47.508,19.004,hu
2020-02-28,41319,47.32196,18.78019,hu
2020-02-28,41572,47.87,19.006,hu
2020-02-28,41741,47.318,21.124,hu
2020-02-28,41799,47.46,19.034,hu
2020-02-28,41958,47.821526,19.03800845,hu
2020-02-28,42080,47.96,21.712,hu
2020-02-28,42284,47.51,18.966,hu
2020-02-28,42290,47.5063417,19.070512,hu
2020-02-28,42292,47.52816988,19.00094032,hu
2020-02-28,42294,47.556,18.718,hu
2020-02-28,42296,47.456,19.016,hu
2020-02-28,42414,46.376,17.776,hu
2020-02-28,42418,47.49261185,19.03464505,hu
2020-02-28,42422,47.5278106,18.9860475,hu
2020-02-28,42424,47.51067622,19.19980712,hu
2020-02-28,42426,47.456,19.032,hu
2020-02-28,42436,47.4733242,19.03760344,hu
2020-02-28,42442,47.5921594,18.93600941,hu
2020-02-28,42444,47.4826092,18.99622968,hu
2020-02-28,42476,47.524,19.112,hu
2020-02-28,42484,47.97054892,21.69329077,hu
2020-02-28,42518,47.52,18.92,hu
2020-02-28,42520,48.2145959,20.7141403,hu
2020-02-28,7699,47.794,19.126,hu
2020-02-28,36471,47.534,19.108,hu
2020-02-28,41655,47.55120927,17.75281727,hu
2020-03-28,25876,47.48,19.216,hu
2020-03-28,32002,47.45238942,19.56725121,hu
2020-03-28,15878,46.076,18.222,hu
2020-03-28,1759,46.266,20.062,hu
2020-03-28,19266,47.51072969,19.05029088,hu
2020-03-28,24040,47.612,18.906,hu
2020-03-28,25315,47.52594775,19.11644036,hu
2020-03-28,25459,47.4924964,19.01965315,hu
2020-03-28,25801,47.53029995,19.0162889,hu
2020-03-28,26506,46.90439892,19.66840267,hu
2020-03-28,26558,47.6,20.754,hu
2020-03-28,26578,47.674,19.32,hu
2020-03-28,26584,47.522,19.096,hu
2020-03-28,27003,47.59,19.022,hu
2020-03-28,28621,46.91733138,19.66628641,hu
2020-03-28,28623,46.932,19.658,hu
2020-03-28,28627,46.76,19.604,hu
2020-03-28,32365,46.832,16.838,hu
2020-03-28,32940,47.496,19.078,hu
